1.000000000000000000e+01,2.399992942810058594e-02,1.799988746643066406e-02,1.600003242492675781e-02,1.500010490417480469e-02,3.200006484985351562e-02,1.600003242492675781e-02,1.600003242492675781e-02,3.100013732910156250e-02,1.999998092651367188e-02,1.600003242492675781e-02
2.000000000000000000e+01,1.600003242492675781e-02,3.099989891052246094e-02,1.499986648559570312e-02,1.999998092651367188e-02,1.600003242492675781e-02,3.200006484985351562e-02,2.200007438659667969e-02,1.600003242492675781e-02,1.499986648559570312e-02,3.199982643127441406e-02
5.000000000000000000e+01,3.099989891052246094e-02,1.499986648559570312e-02,1.599979400634765625e-02,1.600003242492675781e-02,1.800012588500976562e-02,3.100013732910156250e-02,3.099989891052246094e-02,1.500010490417480469e-02,2.700018882751464844e-02,2.600002288818359375e-02
1.000000000000000000e+02,3.799986839294433594e-02,1.799988746643066406e-02,3.900003433227539062e-02,3.200006484985351562e-02,8.000135421752929688e-03,1.799988746643066406e-02,1.200008392333984375e-02,3.600001335144042969e-02,4.699993133544921875e-02,1.999998092651367188e-02
2.000000000000000000e+02,2.600002288818359375e-02,3.900003433227539062e-02,2.600002288818359375e-02,1.800012588500976562e-02,3.900003433227539062e-02,1.800012588500976562e-02,4.000020027160644531e-02,3.000020980834960938e-02,2.800011634826660156e-02,1.799988746643066406e-02
5.000000000000000000e+02,7.269999980926513672e-01,7.000017166137695312e-02,7.059998512268066406e-01,4.730000495910644531e-01,4.579999446868896484e-01,7.050001621246337891e-01,6.109998226165771484e-01,4.420001506805419922e-01,1.040000915527343750e-01,7.070000171661376953e-01
1.000000000000000000e+03,4.010000228881835938e-01,3.579999923706054688e+00,1.417999982833862305e+00,1.110000610351562500e-01,2.401000022888183594e+00,2.814000129699707031e+00,1.366999864578247070e+00,1.040000915527343750e-01,4.939999580383300781e-01,1.180000305175781250e-01
2.000000000000000000e+03,1.485599994659423828e+01,5.663000106811523438e+00,6.042999982833862305e+00,3.596999883651733398e+00,1.327099990844726562e+01,3.339998722076416016e-01,5.879999876022338867e+00,5.666999816894531250e+00,1.660000085830688477e+00,8.667999982833862305e+00
5.000000000000000000e+03,7.528600001335144043e+01,1.099600005149841309e+01,2.066399979591369629e+01,1.338689999580383301e+02,1.620200014114379883e+01,1.355000019073486328e+00,5.000699996948242188e+01,6.419000005722045898e+01,2.758800005912780762e+01,1.740299987792968750e+01
1.000000000000000000e+04,3.615539999008178711e+02,3.491900014877319336e+01,4.597000002861022949e+01,9.734400010108947754e+01,5.379700016975402832e+01,1.109110000133514404e+02,2.698000001907348633e+01,3.136799979209899902e+01,1.947160000801086426e+02,3.988509998321533203e+02
