1.000000000000000000e+01,7.289999999999999660e-05,6.060000000000000255e-05,7.160000000000000565e-05,5.879999999999999946e-05,5.190000000000000115e-05,5.420000000000000284e-05,5.179999999999999871e-05,5.369999999999999746e-05,5.709999999999999879e-05,5.039999999999999857e-05
2.000000000000000000e+01,9.590000000000000000e-05,1.000000000000000048e-04,8.469999999999999881e-05,1.084000000000000057e-04,1.040999999999999960e-04,8.349999999999999675e-05,1.139000000000000038e-04,1.036999999999999999e-04,1.112999999999999949e-04,7.590000000000000175e-05
5.000000000000000000e+01,2.276000000000000028e-04,1.990999999999999877e-04,2.172999999999999964e-04,1.813999999999999912e-04,2.103999999999999913e-04,2.333000000000000059e-04,1.866000000000000091e-04,2.577999999999999780e-04,1.932000000000000069e-04,2.792000000000000102e-04
1.000000000000000000e+02,4.476999999999999860e-04,5.140999999999999737e-04,5.217000000000000500e-04,4.736000000000000192e-04,4.730000000000000046e-04,6.164999999999999690e-04,5.081999999999999929e-04,4.225000000000000240e-04,4.464000000000000086e-04,3.860000000000000041e-04
2.000000000000000000e+02,1.042799999999999977e-03,1.172099999999999921e-03,1.313799999999999951e-03,9.493999999999999835e-04,8.591000000000000112e-04,1.184699999999999902e-03,8.344000000000000071e-04,1.381599999999999972e-03,9.625999999999999791e-04,1.182700000000000071e-03
5.000000000000000000e+02,3.266100000000000080e-03,3.112199999999999862e-03,3.555899999999999860e-03,2.430499999999999935e-03,2.841300000000000162e-03,3.270599999999999809e-03,2.582899999999999953e-03,2.740499999999999881e-03,2.234499999999999941e-03,2.802900000000000096e-03
1.000000000000000000e+03,5.124499999999999715e-03,4.557000000000000287e-03,4.638599999999999668e-03,8.073300000000000268e-03,5.209499999999999721e-03,6.920299999999999889e-03,5.462200000000000388e-03,5.926400000000000071e-03,7.629099999999999770e-03,6.674499999999999877e-03
2.000000000000000000e+03,1.195359999999999999e-02,1.224609999999999935e-02,1.091929999999999984e-02,1.132850000000000003e-02,9.763100000000000250e-03,1.060969999999999969e-02,1.371580000000000021e-02,1.087310000000000013e-02,1.063449999999999986e-02,1.182339999999999954e-02
5.000000000000000000e+03,3.941850000000000215e-02,3.859889999999999849e-02,3.906010000000000038e-02,8.174560000000000159e-02,2.813200000000000076e-02,3.680590000000000250e-02,2.452910000000000160e-02,3.252680000000000154e-02,2.747720000000000024e-02,2.581970000000000098e-02
1.000000000000000000e+04,1.047304000000000013e-01,7.528540000000000232e-02,6.095110000000000111e-02,8.473899999999999488e-02,9.409979999999999734e-02,5.296809999999999713e-02,6.571349999999999414e-02,6.281370000000000009e-02,1.006313999999999959e-01,5.281410000000000271e-02
2.000000000000000000e+04,1.425157999999999980e-01,1.718166000000000138e-01,1.777421999999999891e-01,9.901450000000000529e-02,1.945706000000000102e-01,1.452492999999999979e-01,1.484389999999999876e-01,1.414267999999999914e-01,1.712066999999999894e-01,1.663692999999999977e-01
5.000000000000000000e+04,3.239750000000000130e-01,3.992858000000000240e-01,3.398315000000000086e-01,3.532890000000000197e-01,4.399658000000000180e-01,3.846369000000000038e-01,3.339612000000000136e-01,3.622169000000000083e-01,3.755016999999999938e-01,5.165868999999999600e-01
1.000000000000000000e+05,8.164407999999999666e-01,7.622651000000000288e-01,8.931014999999999926e-01,8.335006000000000359e-01,8.975950000000000317e-01,1.060727999999999893e+00,8.443768999999999858e-01,1.085704000000000002e+00,9.978626000000000440e-01,1.003518200000000027e+00
