1.000000000000000000e+01,9.300000000000000541e-04,2.865000000000000250e-04,2.191999999999999884e-04,2.524000000000000093e-04,3.732000000000000183e-04,2.213000000000000123e-04,1.373000000000000034e-04,2.762999999999999940e-04,1.840000000000000001e-04,1.866000000000000091e-04
2.000000000000000000e+01,6.943999999999999652e-04,1.460099999999999983e-03,1.297100000000000032e-03,1.288400000000000092e-03,9.114999999999999838e-04,1.481799999999999914e-03,1.663699999999999945e-03,9.432999999999999979e-04,7.789999999999999616e-04,7.701999999999999645e-04
5.000000000000000000e+01,4.519699999999999759e-03,2.222399999999999810e-03,3.599699999999999948e-03,4.631800000000000153e-03,6.222600000000000006e-03,7.580100000000000206e-03,8.514900000000000593e-03,3.009299999999999909e-03,6.052199999999999767e-03,8.194200000000000442e-03
1.000000000000000000e+02,3.184560000000000168e-02,1.567199999999999843e-02,2.852330000000000143e-02,2.112870000000000026e-02,3.374309999999999810e-02,1.352259999999999920e-02,3.763650000000000329e-02,3.161270000000000052e-02,3.795609999999999956e-02,3.542490000000000222e-02
2.000000000000000000e+02,1.429655551910400391e-01,7.394170761108398438e-02,6.193542480468750000e-02,1.768028736114501953e-01,8.252811431884765625e-02,1.346495151519775391e-01,1.327738761901855469e-01,1.870255470275878906e-01,1.846973896026611328e-01,1.453144550323486328e-01
5.000000000000000000e+02,5.324959754943847656e-01,1.069605827331542969e+00,9.549636840820312500e-01,6.685132980346679688e-01,1.101850032806396484e+00,8.457698822021484375e-01,5.100884437561035156e-01,9.005892276763916016e-01,3.264009952545166016e-01,5.613203048706054688e-01
1.000000000000000000e+03,5.853125572204589844e+00,3.383492231369018555e+00,4.569677591323852539e+00,5.593574285507202148e+00,3.657881736755371094e+00,2.916835308074951172e+00,2.827945709228515625e+00,5.621922731399536133e+00,1.825602769851684570e+00,5.200240850448608398e+00
2.000000000000000000e+03,1.602502059936523438e+01,1.972695755958557129e+01,1.213055777549743652e+01,2.165804910659790039e+01,1.120712304115295410e+01,2.467511296272277832e+01,1.833483457565307617e+01,1.774032759666442871e+01,8.252830505371093750e+00,1.473089766502380371e+01
5.000000000000000000e+03,1.116314125061035156e+02,7.414683222770690918e+01,1.366007270812988281e+02,9.500385999679565430e+01,1.516595480442047119e+02,1.766505839824676514e+02,9.143765807151794434e+01,1.200865311622619629e+02,1.594400882720947266e+02,1.569679169654846191e+02
1.000000000000000000e+04,3.963609094619750977e+02,3.981289763450622559e+02,3.327128431797027588e+02,5.349926180839538574e+02,7.365876059532165527e+02,5.734463181495666504e+02,4.370637078285217285e+02,4.105045313835144043e+02,3.860770692825317383e+02,4.473569908142089844e+02
